,"[1982-84=100, unless otherwise noted]",,,,,,,,,
,,,,,,,,,,
Indent Level,Expenditure category,"Relative
importance
Mar.
2017",Unadjusted indexes,,,Unadjusted percent change,,Seasonally adjusted percent change,,
,,,"Apr.
2016","Mar.
2017","Apr.
2017","Apr.
2016-
Apr.
2017","Mar.
2017-
Apr.
2017","Jan.
2017-
Feb.
2017","Feb.
2017-
Mar.
2017","Mar.
2017-
Apr.
2017"
,,,,,,,,,,
0,All items,100.000,239.261,243.801,244.524,2.2,0.3,0.1,-0.3,0.2
1,Food,13.666,248.413,249.165,249.739,0.5,0.2,0.2,0.3,0.2
2,Food at home,7.882,240.635,238.256,238.817,-0.8,0.2,0.3,0.5,0.2
3,Cereals and bakery products,1.061,273.924,272.174,271.865,-0.8,-0.1,-0.4,0.3,-0.3
3,"Meats, poultry, fish, and eggs",1.742,250.839,244.306,243.330,-3.0,-0.4,0.2,0.3,-0.6
3,Dairy and related products,0.813,218.315,218.567,217.827,-0.2,-0.3,0.8,-0.6,-0.2
3,Fruits and vegetables,1.330,296.217,292.932,298.164,0.7,1.8,0.7,1.6,2.2
3,Nonalcoholic beverages and beverage materials,0.954,168.771,168.455,168.354,-0.2,-0.1,1.5,-0.1,-0.3
3,Other food at home,1.983,211.009,210.002,210.668,-0.2,0.3,-0.4,0.7,0.1
2,Food away from home(1),5.784,261.517,267.055,267.652,2.3,0.2,0.2,0.2,0.2
,,,,,,,,,,
1,Energy,7.161,185.652,198.597,202.869,9.3,2.2,-1.0,-3.2,1.1
2,Energy commodities,3.556,189.322,209.029,216.791,14.5,3.7,-2.8,-6.0,1.3
3,Fuel oil(1),0.104,196.349,240.619,239.822,22.1,-0.3,-0.4,-0.8,-0.3
3,Motor fuel,3.362,186.428,205.155,213.288,14.4,4.0,-2.9,-6.1,1.2
4,Gasoline (all types),3.311,185.808,204.217,212.424,14.3,4.0,-3.0,-6.2,1.2
2,Energy services(2),3.605,190.495,197.709,198.915,4.4,0.6,1.0,-0.3,0.9
3,Electricity(2),2.802,201.778,205.692,206.671,2.4,0.5,0.8,-0.1,0.6
3,Utility (piped) gas service(2),0.803,154.130,170.755,172.597,12.0,1.1,1.5,-0.8,2.2
,,,,,,,,,,
1,All items less food and energy,79.173,246.992,251.290,251.642,1.9,0.1,0.2,-0.1,0.1
2,Commodities less food and energy commodities,19.160,146.565,145.527,145.665,-0.6,0.1,0.0,-0.3,-0.2
3,Apparel,3.142,127.770,128.250,128.349,0.5,0.1,0.6,-0.7,-0.3
3,New vehicles,3.673,147.895,148.543,148.457,0.4,-0.1,-0.2,-0.3,-0.2
3,Used cars and trucks,1.994,147.489,139.372,140.654,-4.6,0.9,-0.6,-0.9,-0.5
3,Medical care commodities,1.858,363.843,376.440,373.231,2.6,-0.9,-0.2,0.2,-0.8
3,Alcoholic beverages,0.948,242.407,244.978,245.500,1.3,0.2,-0.1,0.2,0.3
3,Tobacco and smoking products,0.661,952.185,987.910,1025.961,7.7,3.9,0.4,0.5,4.2
2,Services less energy services,60.012,308.619,316.481,316.971,2.7,0.2,0.3,-0.1,0.1
3,Shelter,33.602,285.836,295.044,295.706,3.5,0.2,0.3,0.1,0.3
4,Rent of primary residence(2),7.854,294.175,304.868,305.477,3.8,0.2,0.3,0.3,0.3
4,Owners' equivalent rent of residences(2)(3),24.486,292.855,302.259,302.767,3.4,0.2,0.3,0.2,0.2
3,Medical care services,6.690,490.848,505.991,505.855,3.1,0.0,0.2,0.1,0.0
4,Physicians' services(2),1.691,372.961,383.965,379.886,1.9,-1.1,0.1,-0.3,-1.2
4,Hospital services(2)(4),2.271,300.733,314.529,317.053,5.4,0.8,0.4,0.4,1.0
3,Transportation services,5.961,299.635,307.490,308.908,3.1,0.5,0.7,0.4,-0.2
4,Motor vehicle maintenance and repair(1),1.160,274.864,279.600,280.170,1.9,0.2,0.1,-0.1,0.2
4,Motor vehicle insurance,2.519,483.823,517.619,516.203,6.7,-0.3,0.5,1.2,-0.4
4,Airline fares,0.660,295.909,283.583,294.034,-0.6,3.7,2.4,0.4,-0.6
,,,,,,,,,,
,Footnotes:,,,,,,,,,
,(1) Not seasonally adjusted.,,,,,,,,,
,(2) This index series was calculated using a Laspeyres estimator.  All other item stratum index series were calculated using a geometric means estimator.,,,,,,,,,
,(3) Indexes on a December 1982=100 base.,,,,,,,,,
,(4) Indexes on a December 1996=100 base.,,,,,,,,,
,"NOTE: Index applies to a month as a whole, not to any specific date.",,,,,,,,,
,"[1982-84=100, unless otherwise noted]",,,,,,,,,
,,,,,,,,,,
Indent Level,Expenditure category,"Relative
importance
Sep.
2017",Unadjusted indexes,,,Unadjusted percent change,,Seasonally adjusted percent change,,
,,,"Oct.
2016","Sep.
2017","Oct.
2017","Oct.
2016-
Oct.
2017","Sep.
2017-
Oct.
2017","Jul.
2017-
Aug.
2017","Aug.
2017-
Sep.
2017","Sep.
2017-
Oct.
2017"
,,,,,,,,,,
0,All items,100.000,241.729,246.819,246.663,2.0,-0.1,0.4,0.5,0.1
1,Food,13.598,248.073,250.993,251.364,1.3,0.1,0.1,0.1,0.0
2,Food at home,7.814,238.145,239.128,239.543,0.6,0.2,-0.2,0.0,0.0
3,Cereals and bakery products,1.046,272.502,271.750,270.858,-0.6,-0.3,0.3,0.1,-0.5
3,"Meats, poultry, fish, and eggs",1.744,244.770,247.613,248.413,1.5,0.3,-0.2,-0.4,0.6
3,Dairy and related products,0.795,218.183,216.564,217.170,-0.5,0.3,-0.4,-0.6,-0.3
3,Fruits and vegetables,1.332,295.616,297.047,299.700,1.4,0.9,-0.2,-0.2,0.0
3,Nonalcoholic beverages and beverage materials,0.936,166.793,167.429,167.990,0.7,0.3,-0.4,0.4,0.0
3,Other food at home,1.960,208.985,210.159,209.528,0.3,-0.3,-0.1,0.2,-0.2
2,Food away from home(1),5.784,264.459,270.353,270.658,2.3,0.1,0.3,0.3,0.1
,,,,,,,,,,
1,Energy,7.683,194.786,215.711,207.290,6.4,-3.9,2.8,6.1,-1.0
2,Energy commodities,3.949,201.412,234.982,223.219,10.8,-5.0,6.1,12.6,-2.3
3,Fuel oil(1),0.104,224.453,245.085,250.640,11.7,2.3,2.9,8.2,2.3
3,Motor fuel,3.756,198.212,232.076,219.640,10.8,-5.4,6.3,13.0,-2.5
4,Gasoline (all types),3.702,197.357,231.182,218.591,10.8,-5.4,6.3,13.1,-2.4
2,Energy services(2),3.734,197.279,207.339,201.661,2.2,-2.7,-0.1,-0.2,0.4
3,Electricity(2),2.935,206.397,218.117,210.424,2.0,-3.5,0.0,0.0,0.5
3,Utility (piped) gas service(2),0.800,167.049,172.111,172.373,3.2,0.2,-0.5,-0.8,0.3
,,,,,,,,,,
1,All items less food and energy,78.719,249.218,252.941,253.638,1.8,0.3,0.2,0.1,0.2
2,Commodities less food and energy commodities,18.741,145.701,144.108,144.273,-1.0,0.1,-0.1,-0.2,0.1
3,Apparel,3.101,130.328,128.150,129.570,-0.6,1.1,0.1,-0.1,-0.1
3,New vehicles,3.543,146.896,145.037,144.868,-1.4,-0.1,0.0,-0.4,-0.2
3,Used cars and trucks,1.938,139.914,137.141,135.867,-2.9,-0.9,-0.2,-0.2,0.7
3,Medical care commodities,1.842,373.792,377.869,377.038,0.9,-0.2,-0.1,-0.8,0.0
3,Alcoholic beverages,0.940,243.674,245.884,246.621,1.2,0.3,0.1,0.4,0.1
3,Tobacco and smoking products,0.682,973.535,1031.891,1047.932,7.6,1.6,-0.1,0.4,1.6
2,Services less energy services,59.977,312.919,320.210,321.253,2.7,0.3,0.4,0.2,0.3
3,Shelter,33.731,291.407,299.844,300.846,3.2,0.3,0.5,0.3,0.3
4,Rent of primary residence(2),7.895,300.400,310.268,311.501,3.7,0.4,0.4,0.2,0.3
4,Owners' equivalent rent of residences(2)(3),24.575,298.645,307.106,308.190,3.2,0.4,0.3,0.2,0.3
3,Medical care services,6.635,499.717,508.078,509.256,1.9,0.2,0.2,0.1,0.3
4,Physicians' services(2),1.650,381.406,379.169,379.072,-0.6,0.0,0.4,0.2,0.2
4,Hospital services(2)(4),2.285,307.433,320.449,322.368,4.9,0.6,0.2,0.2,0.5
3,Transportation services,5.930,299.622,309.704,312.290,4.2,0.8,0.4,0.3,0.2
4,Motor vehicle maintenance and repair(1),1.157,275.645,282.203,283.257,2.8,0.4,0.3,0.6,0.4
4,Motor vehicle insurance,2.559,496.658,532.455,537.222,8.2,0.9,1.0,0.5,0.1
4,Airline fares,0.596,270.922,259.143,267.297,-1.3,3.1,-1.0,-0.1,0.6
,,,,,,,,,,
,Footnotes:,,,,,,,,,
,(1) Not seasonally adjusted.,,,,,,,,,
,(2) This index series was calculated using a Laspeyres estimator.  All other item stratum index series were calculated using a geometric means estimator.,,,,,,,,,
,(3) Indexes on a December 1982=100 base.,,,,,,,,,
,(4) Indexes on a December 1996=100 base.,,,,,,,,,
,"NOTE: Index applies to a month as a whole, not to any specific date.",,,,,,,,,
,"[1982-84=100, unless otherwise noted]",,,,,,,,,
,,,,,,,,,,
Indent Level,Expenditure category,"Relative
importance
Oct.
2017",Unadjusted indexes,,,Unadjusted percent change,,Seasonally adjusted percent change,,
,,,"Nov.
2016","Oct.
2017","Nov.
2017","Nov.
2016-
Nov.
2017","Oct.
2017-
Nov.
2017","Aug.
2017-
Sep.
2017","Sep.
2017-
Oct.
2017","Oct.
2017-
Nov.
2017"
,,,,,,,,,,
0,All items,100.000,241.353,246.663,246.669,2.2,0.0,0.5,0.1,0.4
1,Food,13.627,247.435,251.364,250.871,1.4,-0.2,0.1,0.0,0.0
2,Food at home,7.832,236.930,239.543,238.403,0.6,-0.5,0.0,0.0,-0.1
3,Cereals and bakery products,1.044,271.896,270.858,269.646,-0.8,-0.4,0.1,-0.5,-0.2
3,"Meats, poultry, fish, and eggs",1.751,243.633,248.413,247.027,1.4,-0.6,-0.4,0.6,-0.3
