,"[1982-84=100, unless otherwise noted]",,,,,,,,,
,,,,,,,,,,
Indent Level,Expenditure category,"Relative
importance
Jan.
2013",Unadjusted indexes,,,Unadjusted percent change,,Seasonally adjusted percent change,,
,,,"Feb.
2012","Jan.
2013","Feb.
2013","Feb.
2012-
Feb.
2013","Jan.
2013-
Feb.
2013","Nov.
2012-
Dec.
2012","Dec.
2012-
Jan.
2013","Jan.
2013-
Feb.
2013"
,,,,,,,,,,
0,All items,100.000,227.663,230.280,232.166,2.0,0.8,0.0,0.0,0.7
1,Food,14.327,232.486,236.341,236.301,1.6,0.0,0.2,0.0,0.1
2,Food at home,8.622,231.180,234.240,234.033,1.2,-0.1,0.2,0.0,0.1
3,Cereals and bakery products,1.232,267.821,269.078,269.304,0.6,0.1,0.2,0.1,-0.2
3,"Meats, poultry, fish, and eggs",1.951,228.610,232.461,233.041,1.9,0.2,0.1,0.0,0.5
3,Dairy and related products(1),0.906,219.377,220.319,219.526,0.1,-0.4,0.2,0.4,-0.4
3,Fruits and vegetables,1.306,281.072,293.714,293.742,4.5,0.0,0.3,0.3,1.4
3,Nonalcoholic beverages and beverage materials,0.948,169.758,169.593,168.977,-0.5,-0.4,0.2,-0.5,0.0
3,Other food at home,2.280,204.001,205.387,204.763,0.4,-0.3,0.2,-0.2,-0.6
2,Food away from home(1),5.705,235.603,240.713,240.930,2.3,0.1,0.1,0.1,0.1
,,,,,,,,,,
1,Energy,9.580,242.663,234.624,248.146,2.3,5.8,-0.8,-1.7,5.4
2,Energy commodities,5.793,310.685,292.609,320.258,3.1,9.4,-1.5,-3.0,8.6
3,Fuel oil(1),0.233,384.747,381.889,393.782,2.3,3.1,0.0,-0.2,3.1
3,Motor fuel,5.460,306.348,288.108,316.580,3.3,9.9,-1.6,-3.2,9.0
4,Gasoline (all types),5.273,305.076,286.417,315.243,3.3,10.1,-1.9,-3.0,9.1
2,Energy services(2),3.787,187.962,189.444,189.679,0.9,0.1,0.3,0.4,0.5
3,Electricity(2),2.881,193.183,194.525,194.739,0.8,0.1,0.2,1.1,0.3
3,Utility (piped) gas service(2),0.906,169.753,171.597,171.888,1.3,0.2,0.7,-1.7,1.2
,,,,,,,,,,
1,All items less food and energy,76.093,227.865,231.612,232.432,2.0,0.4,0.1,0.3,0.2
2,Commodities less food and energy commodities,19.530,146.628,146.492,147.093,0.3,0.4,-0.1,0.2,0.0
3,Apparel,3.526,123.312,124.687,126.303,2.4,1.3,0.1,0.8,-0.1
3,New vehicles,3.195,144.326,145.871,145.925,1.1,0.0,0.2,0.1,-0.3
3,Used cars and trucks,1.839,147.011,145.260,146.718,-0.2,1.0,-0.3,0.2,0.8
3,Medical care commodities,1.716,331.867,334.046,334.405,0.8,0.1,-0.3,0.1,-0.4
3,Alcoholic beverages,0.950,230.704,232.558,233.898,1.4,0.6,0.3,-0.1,0.4
3,Tobacco and smoking products(1),0.807,847.880,867.646,865.607,2.1,-0.2,0.5,0.5,-0.2
2,Services less energy services,56.563,277.027,283.284,284.231,2.6,0.3,0.2,0.3,0.2
3,Shelter,31.678,254.931,260.039,260.720,2.3,0.3,0.1,0.2,0.2
4,Rent of primary residence(2),6.540,258.184,264.700,265.256,2.7,0.2,0.2,0.2,0.3
4,Owners' equivalent rent of residences(2)(3),24.016,262.812,267.995,268.448,2.1,0.2,0.1,0.2,0.2
3,Medical care services,5.460,434.832,448.226,451.625,3.9,0.8,0.3,0.2,0.3
4,Physicians' services(2),1.617,343.564,351.250,352.266,2.5,0.3,0.0,0.1,0.0
4,Hospital services(2)(4),1.562,250.560,260.035,264.071,5.4,1.6,0.7,0.2,0.8
3,Transportation services,5.840,269.535,277.406,277.960,3.1,0.2,0.4,0.5,0.1
4,Motor vehicle maintenance and repair(1),1.150,256.968,259.752,260.234,1.3,0.2,0.0,0.4,0.2
4,Motor vehicle insurance,2.494,395.516,415.510,416.147,5.2,0.2,0.5,0.5,0.2
4,Airline fare,0.771,298.477,306.603,309.283,3.6,0.9,0.8,1.1,-0.3
,,,,,,,,,,
,Footnotes:,,,,,,,,,
,(1) Not seasonally adjusted.,,,,,,,,,
,(2) This index series was calculated using a Laspeyres estimator.  All other item stratum index series were calculated using a geometric means estimator.,,,,,,,,,
,(3) Indexes on a December 1982=100 base.,,,,,,,,,
,(4) Indexes on a December 1996=100 base.,,,,,,,,,
,"NOTE: Index applies to a month as a whole, not to any specific date.",,,,,,,,,
,"[1982-84=100, unless otherwise noted]",,,,,,,,,
,,,,,,,,,,
Indent Level,Expenditure category,"Relative
importance
Aug.
2013",Unadjusted indexes,,,Unadjusted percent change,,Seasonally adjusted percent change,,
,,,"Sep.
2012","Aug.
2013","Sep.
2013","Sep.
2012-
Sep.
2013","Aug.
2013-
Sep.
2013","Jun.
2013-
Jul.
2013","Jul.
2013-
Aug.
2013","Aug.
2013-
Sep.
2013"
,,,,,,,,,,
0,All items,100.000,231.407,233.877,234.149,1.2,0.1,0.2,0.1,0.2
1,Food,14.170,234.298,237.406,237.522,1.4,0.0,0.1,0.1,0.0
2,Food at home,8.481,231.615,233.999,234.045,1.0,0.0,0.1,0.1,0.0
3,Cereals and bakery products,1.223,266.655,271.285,270.894,1.6,-0.1,-0.3,0.3,0.2
3,"Meats, poultry, fish, and eggs",1.962,231.555,237.494,238.370,2.9,0.4,0.2,0.6,0.1
3,Dairy and related products(1),0.878,215.311,216.791,217.007,0.8,0.1,-0.1,0.4,0.1
3,Fruits and vegetables,1.273,282.092,290.779,290.580,3.0,-0.1,1.5,1.2,-0.9
3,Nonalcoholic beverages and beverage materials,0.913,168.820,165.884,165.755,-1.8,-0.1,-0.6,-0.1,-0.2
3,Other food at home,2.232,205.266,204.223,203.941,-0.6,-0.1,0.0,-1.0,0.4
2,Food away from home(1),5.689,239.565,243.811,244.036,1.9,0.1,0.2,0.2,0.1
,,,,,,,,,,
1,Energy,10.052,256.332,250.011,248.513,-3.1,-0.6,0.2,-0.3,0.8
2,Energy commodities,6.107,333.202,313.275,309.888,-7.0,-1.1,1.0,0.0,0.9
3,Fuel oil(1),0.218,379.131,364.124,367.519,-3.1,0.9,1.1,1.2,0.9
3,Motor fuel,5.791,330.923,310.351,306.547,-7.4,-1.2,1.0,-0.1,0.8
4,Gasoline (all types),5.608,329.898,309.355,305.299,-7.5,-1.3,1.0,-0.1,0.8
2,Energy services(2),3.944,193.579,200.406,200.700,3.7,0.1,-1.0,-0.7,0.8
3,Electricity(2),3.040,202.628,208.514,209.106,3.2,0.3,-0.3,-0.1,0.5
3,Utility (piped) gas service(2),0.904,164.528,173.861,173.315,5.3,-0.3,-2.8,-2.3,1.8
,,,,,,,,,,
1,All items less food and energy,75.778,230.780,234.258,234.782,1.7,0.2,0.2,0.1,0.1
2,Commodities less food and energy commodities,19.308,147.740,147.088,147.659,-0.1,0.4,0.0,0.0,-0.1
3,Apparel,3.501,128.630,125.767,129.701,0.8,3.1,0.6,0.1,-0.5
3,New vehicles,3.133,143.725,145.316,145.457,1.2,0.1,0.1,0.0,0.2
3,Used cars and trucks,1.910,151.118,153.252,151.750,0.4,-1.0,-0.4,-0.1,0.0
3,Medical care commodities,1.700,335.721,335.985,336.527,0.2,0.2,0.4,0.4,0.1
3,Alcoholic beverages,0.946,231.018,235.199,234.999,1.7,-0.1,0.3,0.3,-0.1
3,Tobacco and smoking products(1),0.811,859.094,885.588,886.493,3.2,0.1,1.4,0.4,0.1
2,Services less energy services,56.471,281.081,287.239,287.720,2.4,0.2,0.2,0.2,0.2
3,Shelter,31.669,258.252,264.024,264.344,2.4,0.1,0.2,0.2,0.2
4,Rent of primary residence(2),6.532,261.421,268.505,269.137,3.0,0.2,0.2,0.4,0.2
4,Owners' equivalent rent of residences(2)(3),23.943,266.013,271.352,271.915,2.2,0.2,0.1,0.2,0.2
3,Medical care services,5.470,443.812,456.062,457.458,3.1,0.3,0.1,0.7,0.3
4,Physicians' services(2),1.608,350.865,354.712,354.967,1.2,0.1,-0.2,0.0,0.1
4,Hospital services(2)(4),1.584,254.738,267.741,269.691,5.9,0.7,0.3,1.9,0.7
3,Transportation services,5.794,273.044,279.523,279.491,2.4,0.0,0.4,-0.5,0.3
4,Motor vehicle maintenance and repair(1),1.144,258.024,262.497,262.960,1.9,0.2,0.3,0.1,0.2
4,Motor vehicle insurance,2.483,404.464,420.226,420.321,3.9,0.0,1.3,-0.1,0.2
4,Airline fare,0.752,299.228,303.848,301.476,0.8,-0.8,-1.3,-3.1,0.5
,,,,,,,,,,
,Footnotes:,,,,,,,,,
,(1) Not seasonally adjusted.,,,,,,,,,
,(2) This index series was calculated using a Laspeyres estimator.  All other item stratum index series were calculated using a geometric means estimator.,,,,,,,,,
,(3) Indexes on a December 1982=100 base.,,,,,,,,,
,(4) Indexes on a December 1996=100 base.,,,,,,,,,
,"NOTE: Index applies to a month as a whole, not to any specific date.",,,,,,,,,
,"[1982-84=100, unless otherwise noted]",,,,,,,,,
,,,,,,,,,,
Indent Level,Expenditure category,"Relative
importance
Sep.
2013",Unadjusted indexes,,,Unadjusted percent change,,Seasonally adjusted percent change,,
,,,"Oct.
2012","Sep.
2013","Oct.
2013","Oct.
2012-
Oct.
2013","Sep.
2013-
Oct.
2013","Jul.
2013-
Aug.
2013","Aug.
2013-
Sep.
2013","Sep.
2013-
Oct.
2013"
,,,,,,,,,,
0,All items,100.000,231.317,234.149,233.546,1.0,-0.3,0.1,0.2,-0.1
1,Food,14.161,234.878,237.522,237.871,1.3,0.1,0.1,0.0,0.1
2,Food at home,8.473,232.456,234.045,234.418,0.8,0.2,0.1,0.0,0.1
3,Cereals and bakery products,1.219,267.828,270.894,270.303,0.9,-0.2,0.3,0.2,-0.4
3,"Meats, poultry, fish, and eggs",1.967,232.917,238.370,239.834,3.0,0.6,0.6,0.1,0.6
3,Dairy and related products(1),0.877,217.083,217.007,216.596,-0.2,-0.2,0.4,0.1,-0.2
